date,location,pm2_5,no2
2020-01-31,London_UK,14.913928277135485,21.272992861153455
2020-02-29,London_UK,15.218633104551989,23.193519125990207
2020-03-31,London_UK,12.173922517098891,23.078791965455284
2020-04-30,London_UK,11.563417448198159,17.579493282671418
2020-05-31,London_UK,10.45972848880188,8.393404595992433
2020-06-30,London_UK,3.9624996302468083,8.814445169749447
2020-07-31,London_UK,6.98124963045759,9.46390433055839
2020-08-31,London_UK,4.2927079489354165,10.765882043942067
2020-09-30,London_UK,5.749937329549271,14.200581050115483
2020-10-31,London_UK,9.402117352576266,18.055818761780188
2020-11-30,London_UK,16.295754953872585,17.463196000577067
2020-12-31,London_UK,18.323284831882628,18.04460929224468
2021-01-31,London_UK,17.74774137598778,25.227117470465046
2021-02-28,London_UK,15.01216734162469,19.975075553950663
2021-03-31,London_UK,12.629732749342434,19.476613691000168
2021-04-30,London_UK,9.719964861297187,15.799947500972657
2021-05-31,London_UK,6.784382092941371,10.113552073369107
2021-06-30,London_UK,6.522884767286048,13.722718118902339
2021-07-31,London_UK,5.849286098275244,4.80537585755005
2021-08-31,London_UK,10.661697708116769,13.09779301503389
2021-09-30,London_UK,8.204620290985137,14.11362748673079
2021-10-31,London_UK,12.906416164539408,14.866947905324686
2021-11-30,London_UK,14.31569744043186,16.692521490119116
2021-12-31,London_UK,15.940136805921677,21.57363415246791
2022-01-31,London_UK,8.762137255774999,23.489910399537543
2022-02-28,London_UK,13.206892252448078,22.35594870674061
2022-03-31,London_UK,14.22365783699454,18.15001762030754
2022-04-30,London_UK,11.32733357529692,14.291606464959113
2022-05-31,London_UK,8.066088962142068,15.441386195717158
2022-06-30,London_UK,4.942241547385523,6.852255344508982
2022-07-31,London_UK,6.046600575387566,11.324509173713492
2022-08-31,London_UK,4.985243819181099,8.362918588737099
2022-09-30,London_UK,9.118781916320243,16.592386034539082
2022-10-31,London_UK,6.307635330639477,16.295778938343474
2022-11-30,London_UK,12.582405216490915,24.020782403424224
2022-12-31,London_UK,14.907937048482864,24.36912965567032
2023-01-31,London_UK,14.256755814375403,19.616548105407958
2023-02-28,London_UK,15.333355894909687,17.557226098863154
2023-03-31,London_UK,10.189847848829846,18.487294046587287
2023-04-30,London_UK,11.324781552331844,8.247169899360266
2023-05-31,London_UK,8.501889757417336,7.7649215537505745
2023-06-30,London_UK,6.261744765611645,9.15133282585316
2023-07-31,London_UK,7.785011257114167,14.7626875527743
2023-08-31,London_UK,6.333565732202688,14.131534548045142
2023-09-30,London_UK,9.23115639035567,18.495457706221906
2023-10-31,London_UK,11.772679248740316,19.46749670261666
2023-11-30,London_UK,11.74658805449167,24.168544631522064
2023-12-31,London_UK,13.443944249886204,23.324687123806775
2024-01-31,London_UK,18.023343653878488,28.78229592927987
2024-02-29,London_UK,12.920709899059272,20.30428958203457
2024-03-31,London_UK,11.832652923819126,16.986746246087968
2024-04-30,London_UK,9.704718213231596,18.08683977486914
2024-05-31,London_UK,6.158193083991281,17.854763761515905
2024-06-30,London_UK,4.365656139539749,11.766901740351985
2024-07-31,London_UK,4.757183174215566,12.04019749712592
2024-08-31,London_UK,8.602283463475478,10.38805038975284
2024-09-30,London_UK,10.211764968795391,20.33257275993167
2024-10-31,London_UK,19.2912840456765,19.44460111399168
2024-11-30,London_UK,12.920260957124187,25.015115132606645
2024-12-31,London_UK,15.175260001479897,25.103013541548417
2020-01-31,Manchester_UK,19.306320639252323,26.128834454375088
2020-02-29,Manchester_UK,20.46770072849647,22.26615109355747
2020-03-31,Manchester_UK,17.395793383582717,24.9538661673452
2020-04-30,Manchester_UK,15.835538824983633,27.08923517950649
2020-05-31,Manchester_UK,11.731979635281503,20.68265491955235
2020-06-30,Manchester_UK,12.639894426872655,12.333366673482097
2020-07-31,Manchester_UK,13.314061808349953,10.871850332177356
2020-08-31,Manchester_UK,8.08745100399987,18.361705010354505
2020-09-30,Manchester_UK,12.649519170843535,20.421553917299704
2020-10-31,Manchester_UK,15.74465888560794,20.541605348623463
2020-11-30,Manchester_UK,20.040424975565337,27.900800461216953
2020-12-31,Manchester_UK,21.337056072146314,30.920356398950833
2021-01-31,Manchester_UK,22.055163046805127,27.47985267260645
2021-02-28,Manchester_UK,18.28608341332955,31.017474152646027
2021-03-31,Manchester_UK,17.688731527846624,23.762725623252646
2021-04-30,Manchester_UK,15.326247739153416,22.69705058622885
2021-05-31,Manchester_UK,11.408418405187964,12.537866411900099
2021-06-30,Manchester_UK,14.138400105773432,16.43289375638221
2021-07-31,Manchester_UK,10.308324214512691,12.364659336235894
2021-08-31,Manchester_UK,12.96288672710326,15.77723458083271
2021-09-30,Manchester_UK,10.397781743145135,18.702231241610388
2021-10-31,Manchester_UK,12.270832420358547,26.207840364578086
2021-11-30,Manchester_UK,20.134377377505558,26.920148413588397
2021-12-31,Manchester_UK,21.207709713915026,26.396882623198678
2022-01-31,Manchester_UK,23.91267572151552,26.607026017201473
2022-02-28,Manchester_UK,19.080623391631924,28.582279333649893
2022-03-31,Manchester_UK,16.788559023905616,23.98141802800731
2022-04-30,Manchester_UK,14.633408645692523,18.364818540074847
2022-05-31,Manchester_UK,13.401536045651195,9.390444930302266
2022-06-30,Manchester_UK,6.678952359680016,10.256127760944409
2022-07-31,Manchester_UK,11.850297889676915,9.352198020343181
2022-08-31,Manchester_UK,11.895727283014406,18.44830017592396
2022-09-30,Manchester_UK,14.824439171293827,18.19481421632111
2022-10-31,Manchester_UK,15.354571457944198,25.53050559918357
2022-11-30,Manchester_UK,18.3293922893113,26.46444120729497
2022-12-31,Manchester_UK,17.51240497738757,24.063336810941724
2023-01-31,Manchester_UK,18.97873102803731,26.023923601888193
2023-02-28,Manchester_UK,16.629108067840292,23.253421078039562
2023-03-31,Manchester_UK,15.12761637943473,21.969053565411844
2023-04-30,Manchester_UK,9.020533058113887,17.83559490464007
2023-05-31,Manchester_UK,10.466816217563176,22.41953525545156
2023-06-30,Manchester_UK,12.512717016599872,19.01602442867579
2023-07-31,Manchester_UK,12.127383840196279,16.718492485795302
2023-08-31,Manchester_UK,12.905138852435728,13.15017797215413
2023-09-30,Manchester_UK,13.275953815716678,16.170277372850038
2023-10-31,Manchester_UK,11.785468228488906,29.97788155339748
2023-11-30,Manchester_UK,18.196207611573456,26.75064239550976
2023-12-31,Manchester_UK,22.102313737846714,30.36220808879403
2024-01-31,Manchester_UK,20.7552587212123,29.289715738916364
2024-02-29,Manchester_UK,16.8112431575691,27.509134636677032
2024-03-31,Manchester_UK,16.630783046174734,21.477378327422823
2024-04-30,Manchester_UK,11.867841408912424,13.959650792752793
2024-05-31,Manchester_UK,10.990937746499363,17.536195875984063
2024-06-30,Manchester_UK,6.492811909000437,16.486954659320045
2024-07-31,Manchester_UK,8.15516390951607,15.26791221860809
2024-08-31,Manchester_UK,12.098869782850837,13.53722452629126
2024-09-30,Manchester_UK,14.624120801652088,18.97118706820563
2024-10-31,Manchester_UK,18.10658760566618,23.96483424420146
2024-11-30,Manchester_UK,20.47573470335758,25.689759259685164
2024-12-31,Manchester_UK,19.890308661146033,24.309340282870757
2020-01-31,Birmingham_UK,11.487757492497474,20.521415267739336
2020-02-29,Birmingham_UK,13.383419615731441,15.460313538140609
2020-03-31,Birmingham_UK,10.030022385974124,13.122781873940358
2020-04-30,Birmingham_UK,9.16649414755457,10.850134137905119
2020-05-31,Birmingham_UK,4.925967978106403,4.760808585833041
2020-06-30,Birmingham_UK,1.622579115059631,3.5805090525592496
2020-07-31,Birmingham_UK,7.246745719728374,2.8661533144703655
2020-08-31,Birmingham_UK,1.4330271292355556,6.677139764110388
2020-09-30,Birmingham_UK,5.568892441017223,10.132358712558442
2020-10-31,Birmingham_UK,8.921595678183547,12.162233115839225
2020-11-30,Birmingham_UK,7.738845245690087,16.661267872456854
2020-12-31,Birmingham_UK,14.301360226801354,18.417421967291702
2021-01-31,Birmingham_UK,11.800898312028918,13.281216744463226
2021-02-28,Birmingham_UK,11.532287124308272,15.204135986008161
2021-03-31,Birmingham_UK,11.112597479718445,16.17165897294948
2021-04-30,Birmingham_UK,5.5944011361855495,8.710215539217202
2021-05-31,Birmingham_UK,8.129808495518578,8.939358968085257
2021-06-30,Birmingham_UK,1.3104851250881704,6.049686427567021
2021-07-31,Birmingham_UK,1.0361894318309894,3.124738664318274
2021-08-31,Birmingham_UK,2.51517752409282,5.739851637471068
2021-09-30,Birmingham_UK,3.4492562785604535,10.251669960857061
2021-10-31,Birmingham_UK,10.394495218612406,14.228579270673
2021-11-30,Birmingham_UK,8.733976025191186,21.829492669587694
2021-12-31,Birmingham_UK,11.186454792457,18.337337598094233
2022-01-31,Birmingham_UK,12.754835652980923,12.561410255356996
2022-02-28,Birmingham_UK,13.722598677843,15.442477215140856
2022-03-31,Birmingham_UK,10.948128764106139,10.538105896654535
2022-04-30,Birmingham_UK,5.059505749332967,6.440497890369113
2022-05-31,Birmingham_UK,3.4099283014211568,1.75393984194198
2022-06-30,Birmingham_UK,2.093304125669633,0.0
2022-07-31,Birmingham_UK,2.1059220740528515,0.0
2022-08-31,Birmingham_UK,4.773835515172312,6.4368684596544785
2022-09-30,Birmingham_UK,8.253388469026692,7.909342762520776
2022-10-31,Birmingham_UK,10.251159111984059,14.107686209481411
2022-11-30,Birmingham_UK,10.315433630491912,12.903985734648806
2022-12-31,Birmingham_UK,15.206263098275944,19.80263124888686
2023-01-31,Birmingham_UK,13.42756725520124,19.33452073163083
2023-02-28,Birmingham_UK,10.477340977279061,18.112108396505622
2023-03-31,Birmingham_UK,8.847258450367283,15.702090949825834
2023-04-30,Birmingham_UK,7.426371006788253,8.623150388218257
2023-05-31,Birmingham_UK,3.809552128503572,4.849541802223097
2023-06-30,Birmingham_UK,4.2335982589579775,0.0
2023-07-31,Birmingham_UK,2.7150293829600827,5.920110081549295
2023-08-31,Birmingham_UK,2.558950953245701,3.9368951564184336
2023-09-30,Birmingham_UK,7.87571161699424,6.427183839251031
2023-10-31,Birmingham_UK,6.532268220506223,9.688386044190041
2023-11-30,Birmingham_UK,9.061702919227596,12.73283401802876
2023-12-31,Birmingham_UK,14.850769466254569,20.262792768913926
2024-01-31,Birmingham_UK,11.271157101516486,18.940975811270306
2024-02-29,Birmingham_UK,8.382967371963614,13.51056275625975
2024-03-31,Birmingham_UK,6.820571043344312,7.695799342252367
2024-04-30,Birmingham_UK,2.5974302434175676,7.189699171892296
2024-05-31,Birmingham_UK,1.6745998910261997,5.192969091202722
2024-06-30,Birmingham_UK,1.5991889759742848,0.18455343607923735
2024-07-31,Birmingham_UK,7.177740768133761,0.0
2024-08-31,Birmingham_UK,3.527511057960687,6.080324890537585
2024-09-30,Birmingham_UK,8.2545264095958,11.239618502157231
2024-10-31,Birmingham_UK,5.766571070990694,12.821446826479672
2024-11-30,Birmingham_UK,12.040179845398118,17.43552135137853
2024-12-31,Birmingham_UK,11.576922527690988,21.255724472915354
2020-01-31,Edinburgh_UK,7.751806187506693,16.577443718223385
2020-02-29,Edinburgh_UK,10.937013669013792,19.018801821452932
2020-03-31,Edinburgh_UK,9.186443779928018,15.391498563699548
2020-04-30,Edinburgh_UK,8.065780217107452,11.704444444567734
2020-05-31,Edinburgh_UK,2.827468873050658,2.61920386104363
2020-06-30,Edinburgh_UK,0.0,5.407212023605409
2020-07-31,Edinburgh_UK,0.7288856278549996,4.445151295620806
2020-08-31,Edinburgh_UK,3.501423149049603,4.052761837673274
2020-09-30,Edinburgh_UK,2.786091988327601,7.68687120486955
